id,user_id,title,description,slug,active,questions,image,premium,type,prompt,custom_template,tone_of_voice,color,filters,package,created_at,updated_at
53,NULL,Rephrase,"Rephrase the given text to improve clarity and readability.",rephrase,1,"[{""name"":""text_to_rephrase"",""type"":""textarea"",""question"":""Text to Rephrase"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M460 936q-62 0-120-18t-106-52q-48-34-86-84.5T78 662q-12-39-16-80.5T60 502q0-43 4-84.5T82 341q12-34 29-62.5T132 233q-17 39-29.5 82T90 418q-1 16-1 34t1 34q2 30 10.5 60.5T128 579q30 49 73 83t92 55.5T460 726q38 0 74.5-9t68.5-25v70q-33 14-69.5 21T460 792q-53 0-103-14.5t-95.5-40q-46-25-82.5-62t-62-82.5T92 502q-3-13-3-27.5t3-27.5q2-12 6-23.5t9-23.5q12-28 30-53t40-44q27-26 57.5-46.5T366 221q37-18 75-25t78-7v58q-40 2-80 10t-75 24q-30 12-57.5 29.5T250 335q-20 19-36.5 41.5T194 423q-11 23-17 47.5T170 517q-1 16-1 34t1 34q2 30 10.5 60.5T238 699q29 49 72 82.5t92 54T460 848q38 0 75.5-10t68.5-26v56q-31 12-64 17.5T460 936ZM704 348q-53 0-103-14.5t-95.5-40q-46-25-82.5-62T348 149.5 286 103q-3-13-3-27.5T286 48q12-47 37-87.5T408 0h132q22 0 43 3.5t41 9.5q49 12 91 33t73 53q23 20 43 44.5t33 53.5q12 28 20 57.5T980 316q0 33-3.5 66t-11.5 64q-12 45-31 86.5t-48 77.5q-31 34-68 59.5t-83 42q-41 14-82 17.5t-84 3.5q-34 0-67-3t-66-12V746q31 10 63 15.5t64 7.5q31 0 60.5-3t59.5-12q39-14 72-34t58-48q26-22 46.5-47t35.5-51q12-25 21.5-51.5T832 496q-2-17-2-34t2-34q2-30 11-60.5T896 272q29-49 72-83t92-54.5T1116 96q53 0 103 14.5t95.5 40q46 25 82.5 62t62 82.5T1580 478q12 39 16 80.5t4 80.5q0 43-4 84.5t-12 80.5q-12 34-29 62.5T1498 695q17-39 29.5-82T1540 548q1-16 1-34t-1-34q-2-30-10.5-60.5T1442 367q-30-49-73-83t-92-55.5T704 258Z""/></svg>",0,text,"Rephrase the following text to improve clarity and readability: **text_to_rephrase**.",1,0,#9B59B6,academic,NULL,2025-09-26T14:23:28.000000Z,2025-09-26T14:23:28.000000Z
54,NULL,Improve,"Improve the given text by enhancing its quality and clarity.",improve,1,"[{""name"":""text_to_improve"",""type"":""textarea"",""question"":""Text to Improve"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M480 936q-57 0-108-21.5t-88.5-58q-39-37.5-62-89t-23-107.5V378q0-91 60-155.5T396 180v60q-65 0-111.5 46.5T238 396v225q0 74 37 138t100 102q60 24 133 24 70 0 130-27.5t101.5-75.5q40-47 62.5-107T840 396h60q0 80-24 153.5T837 660q-38 60-92 103.5T629 843t-149 93ZM228 514q-4-4-6-10t-2-11q0-6 2-11t6-10l292-293q4-4 10-6t11-2q6 0 11 2t10 6l293 293q4 4 6 10t2 11q0 6-2 11t-6 10q-4 4-10 6t-11 2q-6 0-11-2t-10-6L480 306 238 514q-4 4-10 6t-11 2q-6 0-11-2t-10-6Z""/></svg>",0,text,"Improve the following text by enhancing its quality and clarity: **text_to_improve**.",1,0,#1ABC9C,academic,NULL,2025-09-26T14:23:28.000000Z,2025-09-26T14:23:28.000000Z
55,NULL,"Job Description","Generate comprehensive job descriptions tailored to your company needs.",job_description,1,"[{""name"":""job_title"",""type"":""text"",""question"":""Job Title"",""select"":""""},{""name"":""company_name"",""type"":""text"",""question"":""Company Name"",""select"":""""},{""name"":""job_description"",""type"":""textarea"",""question"":""Job Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M15 8V4H5c-1.1 0-2 .9-2 2v12c0 1.1.9 2 2 2h14c1.1 0 2-.9 2-2V9c0-1.1-.9-2-2-2h-4z""/><path d=""M17 8h-4V4h4v4zm-2-2v-1H9v1h6zM19 18H5V9h14v9zm0-10H5V6h14v2z""/></svg>",0,text,"Generate a comprehensive job description for the role of **job_title** at **company_name**.",1,0,#D6A3A3,business,NULL,2025-09-26T14:23:29.000000Z,2025-09-26T14:23:29.000000Z
56,NULL,"Application Letter","Craft personalized application letters that grab attention and highlight your qualifications.",application_letter,1,"[{""name"":""job_title"",""type"":""text"",""question"":""Job Title"",""select"":""""},{""name"":""company_name"",""type"":""text"",""question"":""Company Name"",""select"":""""},{""name"":""your_name"",""type"":""text"",""question"":""Your Name"",""select"":""""},{""name"":""your_qualifications"",""type"":""textarea"",""question"":""Your Qualifications"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M5 4v16h14V4H5zm12 14H7V6h10v12z""/></svg>",0,text,"Craft a personalized application letter for the position of **job_title** at **company_name**. Highlight your qualifications, experiences, and reasons for applying. My name is **your_name** and my qualifications include **your_qualifications**.",1,0,#C2D6D6,business,NULL,2025-09-26T14:23:29.000000Z,2025-09-26T14:23:29.000000Z
57,NULL,"Resume Builder","Create professional resumes tailored to your skills and experience.",resume_builder,1,"[{""name"":""your_name"",""type"":""text"",""question"":""Your Name"",""select"":""""},{""name"":""your_skills"",""type"":""textarea"",""question"":""Your Skills"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M19 5v14H5V5h14m0-2H5c-1.11 0-2 .9-2 2v14c0 1.1.89 2 2 2h14c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2z""/><path d=""M7 10h10v2H7zM7 14h10v2H7z""/></svg>",0,text,"Create a professional resume highlighting your skills and experiences. My name is **your_name** and my skills include **your_skills**.",1,0,#D6C2C2,business,NULL,2025-09-26T14:23:29.000000Z,2025-09-26T14:23:29.000000Z
58,NULL,Linkedin,"Generate engaging LinkedIn profile descriptions that attract attention from employers and connections.",linkedin,1,"[{""name"":""your_name"",""type"":""text"",""question"":""Your Name"",""select"":""""},{""name"":""your_title"",""type"":""text"",""question"":""Your Title"",""select"":""""},{""name"":""your_summary"",""type"":""textarea"",""question"":""Your Summary"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M3 4v16h18V4H3zm16 14H5V6h14v12zm-6-3v-1h3v1h-3zM7 11h10v1H7v-1z""/></svg>",0,text,"Generate an engaging LinkedIn profile description for **your_name**, **your_title**. Provide a summary that attracts attention from employers and connections. **your_summary**.",1,0,#C2D6D6,business,NULL,2025-09-26T14:23:30.000000Z,2025-09-26T14:23:30.000000Z
59,NULL,"Startup Ideas (w/ quantities)","Generate innovative startup ideas along with estimated quantities and market analysis.",startup_ideas,1,"[{""name"":""keywords"",""type"":""textarea"",""question"":""Keywords"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M5 2v2H3v2h2v2h2V6h2V4H5zm12 0v2h4v4h2V6h2V4h-2V2h-2zm-4 4h2v4h-2zm4 4h2v4h-2zm-4 0h2v4h-2zm-6 6h2v2H7v-2zm4 0h2v2h-2zm4 0h2v2h-2zm4 0h2v2h-2zm-12 2h2v2H3v-2zm8 0h2v2h-2zm4 0h2v2h-2z""/></svg>",0,text,"Generate innovative startup ideas based on the provided keywords '**keywords**'. Identify market opportunities, target audience, and potential business models.",1,0,#D6A3A3,business,NULL,2025-09-26T14:23:30.000000Z,2025-09-26T14:23:30.000000Z
60,NULL,PAS,"Generate Persuasion-Awareness-Solution (PAS) frameworks for persuasive communication strategies.",pas,1,"[{""name"":""pain"",""type"":""textarea"",""question"":""Pain"",""select"":""""},{""name"":""agitation"",""type"":""textarea"",""question"":""Agitation"",""select"":""""},{""name"":""solution"",""type"":""textarea"",""question"":""Solution"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M5 2v2H3v2h2v2h2V6h2V4H5zm12 0v2h4v4h2V6h2V4h-2V2h-2zm-4 4h2v4h-2zm4 4h2v4h-2zm-4 0h2v4h-2zm-6 6h2v2H7v-2zm4 0h2v2h-2zm4 0h2v2h-2zm4 0h2v2h-2zm-12 2h2v2H3v-2zm8 0h2v2h-2zm4 0h2v2h-2z""/></svg>",0,text,"Create Problem-Agitate-Solution (PAS) frameworks for effective marketing campaigns. Identify the pain point '**pain**', agitate the problem '**agitation**', and present the solution '**solution**'.",1,0,#D6A3A3,business,NULL,2025-09-26T14:23:31.000000Z,2025-09-26T14:23:31.000000Z
61,NULL,AIDA,"Create Attention-Interest-Desire-Action (AIDA) frameworks for effective marketing campaigns.",aida,1,"[{""name"":""attention"",""type"":""textarea"",""question"":""Attention"",""select"":""""},{""name"":""interest"",""type"":""textarea"",""question"":""Interest"",""select"":""""},{""name"":""desire"",""type"":""textarea"",""question"":""Desire"",""select"":""""},{""name"":""action"",""type"":""textarea"",""question"":""Action"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M15 8V4H5c-1.1 0-2 .9-2 2v12c0 1.1.9 2 2 2h14c1.1 0 2-.9 2-2V9c0-1.1-.9-2-2-2h-4z""/><path d=""M17 8h-4V4h4v4zm-2-2v-1H9v1h6zM19 18H5V9h14v9zm0-10H5V6h14v2z""/></svg>",0,text,"Develop Attention-Interest-Desire-Action (AIDA) frameworks for marketing strategies. Capture attention with '**attention**', generate interest with '**interest**', create desire with '**desire**', and prompt action with '**action**'.",1,0,#C2D6D6,business,NULL,2025-09-26T14:23:31.000000Z,2025-09-26T14:23:31.000000Z
62,NULL,Strategy,"Generate strategic plans and frameworks for business development and growth.",strategy,1,"[{""name"":""keywords"",""type"":""textarea"",""question"":""Keywords"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M3 4v16h18V4H3zm16 14H5V6h14v12zm-6-3v-1h3v1h-3zM7 11h10v1H7v-1z""/></svg>",0,text,"Develop strategic plans and initiatives based on the provided keywords '**keywords**'. Identify objectives, key actions, and performance indicators to achieve desired outcomes.",1,0,#D6C2C2,business,NULL,2025-09-26T14:23:31.000000Z,2025-09-26T14:23:31.000000Z
63,NULL,"Personal Bio","Generate compelling personal biographies for professional profiles and portfolios.",personal_bio,1,"[{""name"":""your_name"",""type"":""text"",""question"":""Your Name"",""select"":""""},{""name"":""your_summary"",""type"":""textarea"",""question"":""Your Summary"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M3 4v16h18V4H3zm16 14H5V6h14v12zm-6-3v-1h3v1h-3zM7 11h10v1H7v-1z""/></svg>",0,text,"Generate a compelling personal biography for **your_name**. Highlight your professional achievements, skills, and experiences. **your_summary**.",1,0,#C2D6D6,business,NULL,2025-09-26T14:23:32.000000Z,2025-09-26T14:23:32.000000Z
64,NULL,"Career Advice","Provide career advice and guidance tailored to individual skills, goals, and aspirations.",career_advice,1,"[{""name"":""keywords"",""type"":""textarea"",""question"":""Keywords"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M3 4v16h18V4H3zm16 14H5V6h14v12zm-6-3v-1h3v1h-3zM7 11h10v1H7v-1z""/></svg>",0,text,"Provide career advice and guidance tailored to individual skills, goals, and aspirations based on the provided keywords '**keywords**'. Offer personalized recommendations for career advancement and growth.",1,0,#D6A3A3,business,NULL,2025-09-26T14:23:32.000000Z,2025-09-26T14:23:32.000000Z
65,NULL,"Cost Benefit Analysis","Conduct cost-benefit analyses to evaluate potential business decisions and investments.",cost_benefit_analysis,1,"[{""name"":""keywords"",""type"":""textarea"",""question"":""Keywords"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M19 5v14H5V5h14m0-2H5c-1.11 0-2 .9-2 2v14c0 1.1.89 2 2 2h14c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2z""/><path d=""M7 10h10v2H7zM7 14h10v2H7z""/></svg>",0,text,"Conduct cost-benefit analyses to evaluate potential business decisions and investments based on the provided keywords '**keywords**'. Identify costs, benefits, and calculate the ROI for various scenarios.",1,0,#D6C2C2,business,NULL,2025-09-26T14:23:33.000000Z,2025-09-26T14:23:33.000000Z
66,NULL,Brainstorming,"Generate creative ideas and solutions through structured brainstorming sessions.",brainstorming,1,"[{""name"":""keywords"",""type"":""textarea"",""question"":""Keywords"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M19 5v14H5V5h14m0-2H5c-1.11 0-2 .9-2 2v14c0 1.1.89 2 2 2h14c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2z""/><path d=""M7 10h10v2H7zM7 14h10v2H7z""/></svg>",0,text,"Generate creative ideas and solutions through structured brainstorming sessions based on the provided keywords '**keywords**'. Explore innovative concepts and strategies to address specific challenges or opportunities.",1,0,#D6A3A3,business,NULL,2025-09-26T14:23:33.000000Z,2025-09-26T14:23:33.000000Z
67,NULL,"Linkedin Post","Craft engaging and professional posts for sharing on LinkedIn.",linkedin_post,1,"[{""name"":""post_content"",""type"":""textarea"",""question"":""Post Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M19 5v14H5V5h14m0-2H5c-1.11 0-2 .9-2 2v14c0 1.1.89 2 2 2h14c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2z""/><path d=""M7 10h10v2H7zM7 14h10v2H7z""/></svg>",0,text,"Write a LinkedIn post on the following topic: **post_content**. Provide valuable insights, tips, or updates related to your industry or profession.",1,0,#C2D6D6,business,NULL,2025-09-26T14:23:34.000000Z,2025-09-26T14:23:34.000000Z
68,NULL,"Sales Pitch","Craft persuasive sales pitches to attract potential clients and investors.",sales_pitch,1,"[{""name"":""product_or_service"",""type"":""text"",""question"":""Product or Service"",""select"":""""},{""name"":""target_audience"",""type"":""text"",""question"":""Target Audience"",""select"":""""},{""name"":""unique_selling_proposition"",""type"":""textarea"",""question"":""Unique Selling Proposition"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 0 24 24"" width=""48""><path d=""M0 0h24v24H0z"" fill=""none""/><path d=""M19 5v14H5V5h14m0-2H5c-1.11 0-2 .9-2 2v14c0 1.1.89 2 2 2h14c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2z""/><path d=""M7 10h10v2H7zM7 14h10v2H7z""/></svg>",0,text,"Craft a persuasive sales pitch for **product_or_service** targeting **target_audience**. Highlight the unique selling proposition '**unique_selling_proposition**' and key benefits.",1,0,#D6C2C2,business,NULL,2025-09-26T14:23:34.000000Z,2025-09-26T14:23:34.000000Z
69,NULL,"Social Media Reply","Craft effective and professional replies to social media comments and messages.",social_media_reply,1,"[{""name"":""platform"",""type"":""text"",""question"":""Platform"",""select"":""""},{""name"":""comment"",""type"":""textarea"",""question"":""Comment/Message"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 00-10 10c0 5.523 4.477 10 10 10s10-4.477 10-10A10 10 0 0012 2zm-.25 15h-1.5V12h1.5v5zm0-6h-1.5V8h1.5v3z""/></svg>",0,text,"Craft a professional reply for a comment/message on **platform**. The comment/message is: **comment**.",1,0,#D6A3A3,"customer service",NULL,2025-09-26T14:23:34.000000Z,2025-09-26T14:23:34.000000Z
70,NULL,"Apology Email","Write a sincere and professional apology email for any situation.",apology_email,1,"[{""name"":""recipient_name"",""type"":""text"",""question"":""Recipient Name"",""select"":""""},{""name"":""issue_description"",""type"":""textarea"",""question"":""Issue Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zM6 10h12v2H6v-2zm1 4h10v2H7v-2z""/></svg>",0,text,"Write a professional apology email to **recipient_name** regarding the following issue: **issue_description**.",1,0,#FFBD33,"customer service",NULL,2025-09-26T14:23:35.000000Z,2025-09-26T14:23:35.000000Z
71,NULL,"Ticket Reply","Generate professional replies for customer support tickets.",ticket_reply,1,"[{""name"":""ticket_id"",""type"":""text"",""question"":""Ticket ID"",""select"":""""},{""name"":""ticket_content"",""type"":""textarea"",""question"":""Ticket Content"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 2h16v20H4V2zm2 2v16h12V4H6zm2 2h8v2H8V6zm0 4h8v2H8v-2zm0 4h8v2H8v-2z""/></svg>",0,text,"Generate a professional reply for the support ticket with ID **ticket_id**. The ticket content is: **ticket_content**.",1,0,#C2D6D6,"customer service",NULL,2025-09-26T14:23:35.000000Z,2025-09-26T14:23:35.000000Z
72,NULL,"Article Generator - Documentation","Generate detailed documentation articles based on the provided topics and instructions.",article_generator_documentation,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Article Topic"",""select"":""""},{""name"":""instructions"",""type"":""textarea"",""question"":""Instructions"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M19 2H5a2 2 0 00-2 2v16a2 2 0 002 2h14a2 2 0 002-2V4a2 2 0 00-2-2zm0 18H5V4h14v16zm-4-5H9v-2h6v2zm0-4H9V9h6v2zm0-4H9V5h6v2z""/></svg>",0,text,"Generate a detailed documentation article on the topic **topic**. Follow these instructions: **instructions**.",1,0,#3498DB,"customer service",NULL,2025-09-26T14:23:36.000000Z,2025-09-26T14:23:36.000000Z
115,NULL,"Video Idea","Generate ideas for video content.",video_idea,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Video Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 6h16v2H4V10zm0 6h16v2H4v-2zm0 6h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate ideas for video content on **topic**.",1,0,#D6A3A3,"social media",NULL,2025-09-26T14:23:54.000000Z,2025-09-26T14:23:54.000000Z
73,NULL,"Song Lyrics","Generate creative and original song lyrics for any genre.",song_lyrics,1,"[{""name"":""genre"",""type"":""text"",""question"":""Genre"",""select"":""""},{""name"":""theme"",""type"":""text"",""question"":""Theme"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zM6 10h12v2H6v-2zm1 4h10v2H7v-2z""/></svg>",0,text,"Generate song lyrics in the **genre** genre with the theme of **theme**.",1,0,#D6A3A3,entertainment,NULL,2025-09-26T14:23:36.000000Z,2025-09-26T14:23:36.000000Z
74,NULL,Jokes,"Create funny and entertaining jokes.",jokes,1,"[{""name"":""topic"",""type"":""text"",""question"":""Joke Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zM6 10h12v2H6v-2zm1 4h10v2H7v-2z""/></svg>",0,text,"Create a joke about **topic**.",1,0,#FFBD33,entertainment,NULL,2025-09-26T14:23:37.000000Z,2025-09-26T14:23:37.000000Z
75,NULL,"Event Planner","Plan a detailed event itinerary.",event_planner,1,"[{""name"":""event_type"",""type"":""text"",""question"":""Event Type"",""select"":""""},{""name"":""details"",""type"":""textarea"",""question"":""Event Details"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zM6 10h12v2H6v-2zm1 4h10v2H7v-2z""/></svg>",0,text,"Plan an event of type **event_type** with the following details: **details**.",1,0,#C2D6D6,entertainment,NULL,2025-09-26T14:23:37.000000Z,2025-09-26T14:23:37.000000Z
76,NULL,"Travel Planner","Create a detailed travel itinerary for any destination.",travel_planner,1,"[{""name"":""destination"",""type"":""text"",""question"":""Destination"",""select"":""""},{""name"":""preferences"",""type"":""textarea"",""question"":""Preferences"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zM6 10h12v2H6v-2zm1 4h10v2H7v-2z""/></svg>",0,text,"Plan a travel itinerary to **destination** with the following preferences: **preferences**.",1,0,#3498DB,entertainment,NULL,2025-09-26T14:23:37.000000Z,2025-09-26T14:23:37.000000Z
77,NULL,"Gift Ideas","Generate creative and personalized gift ideas.",gift_ideas,1,"[{""name"":""recipient"",""type"":""text"",""question"":""Recipient"",""select"":""""},{""name"":""occasion"",""type"":""text"",""question"":""Occasion"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zM6 10h12v2H6v-2zm1 4h10v2H7v-2z""/></svg>",0,text,"Generate gift ideas for **recipient** on the occasion of **occasion**.",1,0,#D6A3A3,entertainment,NULL,2025-09-26T14:23:38.000000Z,2025-09-26T14:23:38.000000Z
78,NULL,"Product Features","Highlight the key features of a product.",product_features,1,"[{""name"":""product_name"",""type"":""text"",""question"":""Product Name"",""select"":""""},{""name"":""features"",""type"":""textarea"",""question"":""Features"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v16H4V4zm8 2v2H8V6h4zm0 4v2H8v-2h4zm0 4v2H8v-2h4z""/></svg>",0,text,"List the key features of **product_name**. The features are: **features**.",1,0,#FFBD33,ecommerce,NULL,2025-09-26T14:23:38.000000Z,2025-09-26T14:23:38.000000Z
79,NULL,"Product Name Ideas","Generate creative and catchy product name ideas.",product_name_ideas,1,"[{""name"":""product_type"",""type"":""text"",""question"":""Product Type"",""select"":""""},{""name"":""quantity"",""type"":""number"",""question"":""Number of Names"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zm1 14h-2v-2h2v2zm0-4h-2V7h2v5z""/></svg>",0,text,"Generate **quantity** product name ideas for a **product_type**.",1,0,#C2D6D6,ecommerce,NULL,2025-09-26T14:23:39.000000Z,2025-09-26T14:23:39.000000Z
80,NULL,"Why Choose This Product","Explain why a customer should choose a specific product.",why_choose_this_product,1,"[{""name"":""product_name"",""type"":""text"",""question"":""Product Name"",""select"":""""},{""name"":""reasons"",""type"":""textarea"",""question"":""Reasons"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M2 2v20l20-10L2 2zm2.5 5L17 12 4.5 17V7z""/></svg>",0,text,"Explain why a customer should choose **product_name**. The reasons are: **reasons**.",1,0,#3498DB,ecommerce,NULL,2025-09-26T14:23:39.000000Z,2025-09-26T14:23:39.000000Z
81,NULL,Reviews,"Generate detailed reviews for a product.",reviews,1,"[{""name"":""product_name"",""type"":""text"",""question"":""Product Name"",""select"":""""},{""name"":""review_details"",""type"":""textarea"",""question"":""Review Details"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zm0 2a8 8 0 110 16 8 8 0 010-16zm-1 4h2v5h-2V8zm0 7h2v2h-2v-2z""/></svg>",0,text,"Write a detailed review for **product_name**. The review details are: **review_details**.",1,0,#D6A3A3,ecommerce,NULL,2025-09-26T14:23:39.000000Z,2025-09-26T14:23:39.000000Z
82,NULL,"Review Responder","Craft professional responses to customer reviews.",review_responder,1,"[{""name"":""review"",""type"":""textarea"",""question"":""Customer Review"",""select"":""""},{""name"":""response"",""type"":""textarea"",""question"":""Response"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M21 3H3v14h6v4l4-4h8V3zM5 5h14v10h-7.172L11 17.828V15H5V5z""/></svg>",0,text,"Craft a professional response to the following customer review: **review**. The response is: **response**.",1,0,#FFBD33,ecommerce,NULL,2025-09-26T14:23:40.000000Z,2025-09-26T14:23:40.000000Z
83,NULL,Amazon,"Generate Amazon product listings and descriptions.",amazon,1,"[{""name"":""product_name"",""type"":""text"",""question"":""Product Name"",""select"":""""},{""name"":""product_details"",""type"":""textarea"",""question"":""Product Details"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M5 4h14v2H5V4zm0 4h14v2H5V8zm0 4h10v2H5v-2zm0 4h8v2H5v-2z""/></svg>",0,text,"Generate an Amazon product listing for **product_name**. The product details are: **product_details**.",1,0,#C2D6D6,ecommerce,NULL,2025-09-26T14:23:40.000000Z,2025-09-26T14:23:40.000000Z
84,NULL,Sitemap,"Generate a comprehensive sitemap for your website.",sitemap,1,"[{""name"":""website_url"",""type"":""text"",""question"":""Website URL"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M4 4h16v2H4V4zm0 4h16v2H4V8zm0 4h16v2H4v-2zm0 4h16v2H4v-2zm0 4h16v2H4v-2z""/></svg>",0,text,"Generate a sitemap for the website: **website_url**.",1,0,#D6A3A3,website,NULL,2025-09-26T14:23:41.000000Z,2025-09-26T14:23:41.000000Z
85,NULL,Tagline,"Create a catchy and memorable tagline for your website.",tagline,1,"[{""name"":""website_name"",""type"":""text"",""question"":""Website Name"",""select"":""""},{""name"":""description"",""type"":""textarea"",""question"":""Website Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" width=""48"" height=""48""><path d=""M12 2a10 10 0 100 20 10 10 0 000-20zm-2 14h4v-2h-4v2zm-2-4h8v-2H8v2zm0-4h8V6H8v2z""/></svg>",0,text,"Create a catchy tagline for **website_name**. Description: **description**.",1,0,#FFBD33,website,NULL,2025-09-26T14:23:41.000000Z,2025-09-26T14:23:41.000000Z
